THEM,YOU,CLAUSE,LABEL,PARTY
Lessee,Lessor," In the case of a conflict with the sign criteria established herein, local municipal sign regulations shall supersede. ",,
Lessee,Lessor, All signs shall be reviewed for conformance with this criteria and over-all design quality.,,
Lessee,Lessor,"All signs shall be subject to the prior written approval of Landlord as to construction, method of attachment, size, shape, height, color, and general appearance.",,
Lessee,Lessor,Approval and disapproval of sign submittals based on aesthetics of design shall remain the sole right of Landlord. ,,
Lessee,Lessor,"Tenant shall submit or cause to be submitted within three (3) weeks of date of execution of this Lease to Landlord for approval before fabrication, four (4) copies of detailed drawings indicating the location, size and style of lettering, material, color selection and sign -face design.",,
Lessee,Lessor, All signs shall be constructed and installed at Tenant's expense.,,
Lessee,Lessor,Tenant shall cause his sign to be installed no later than sixty (60) days after the Tenant opens for business to the public.,,
Lessee,Lessor, All signs shall be kept in good condition and in proper operating order at all times. ,,
Lessee,Lessor, Landlord reserves the right to designate a uniform type of sign for the Business Center to be installed and paid for by the Tenant (see Sign Criteria). ,,
Lessee,Lessor," The Tenant, upon vacating the demised premises, or the removal or alteration of its sign for any reason shall be responsible for the cost of repair, painting and /or replacement of the building fascia surface where signs are attached.",,
Lessee,Lessor,All such work to be done by Landlord or Landlord's contractor. ,,
Lessee,Lessor, The Tenant shall be responsible for the fulfillment of all requirements and specifications. ,,
Lessee,Lessor, RESTRICTIONS ,,
Lessee,Lessor, Floodlighting of signs will not be permitted. ,,
Lessee,Lessor," No labels will be permitted on the exposed surface of signs except those required by local ordinance, which can be applied in an inconspicuous location. ",,
Lessee,Lessor, Changeable letters or signs will not be permitted. ,,
Lessee,Lessor, Legal name of the Tenant will be permitted.,,
Lessee,Lessor,Tenant's sign shall include Tenant's name or Insignia.,,
Lessee,Lessor,Advertising copy of any kind will not be permitted. ,,
Lessee,Lessor, The Landlord reserves the right to modify the sign criteria. ,,
Lessee,Lessor, No signs shall be placed on any glazing except entry door per Store Front. ,,
Lessee,Lessor, DESIGN REQUIREMENTS ,,
Lessee,Lessor, Fascia signs shall be made up of individual letters and/or Tenant's logo.,,
Lessee,Lessor,"In the case of a sign exceeding one line of copy, the combination of all letters and space shall not exceed the height as determined by Landlord. ",,
Lessee,Lessor, The overall length of the sign shall be determined by Landlord (see Exhibit). ,,
Lessee,Lessor, Signage to appear on the Diamonte attached to the fascia (see Exhibit). ,,
Lessee,Lessor, Total area of sign to be centered both vertically and horizontally as determined by Landlord (see Exhibit). ,,
Lessee,Lessor, Square footage of logo not to exceed the square footage as determined by Landlord. ,,
Lessee,Lessor, SIGN SPECIFICATIONS ,,
Lessee,Lessor, Tenant must submit the name of the sign contractor who will fabricate and install the sign for Landlord's approval prior to the commencement of the fabrication. ,,
Lessee,Lessor, MAINTENANCE REQUIREMENTS ,,
Lessee,Lessor, All Tenants are obligated to maintain their sign(s).,,
Lessee,Lessor,All repairs and replacements shall be made within fourteen (14) days at Tenant's expense.,,
Lessee,Lessor," To the discretion of Landlord, all Tenants are required to maintain their sign(s) in satisfactory appearance, to be clean and free of debris.",,
Lessee,Lessor,All cleaning shall be at Tenant's expense. ,,
Lessee,Lessor, REMEDIES ,,
Lessee,Lessor, Tenant acknowledges that its failure to comply with the sign criteria shall constitute a material breach of the lease and actual damages resulting from the failure to conform to the provisions of this Sign Criteria cannot be ascertained.,,
Lessee,Lessor,"Accordingly, Tenant agrees that in the event of a breach or default as to any of the these terms, Tenant shall be liable to Landlord in the amount of thirty dollars ($30.00) per day for each day Tenant has failed to conform to this criteria and without necessity of Landlord's notice or demand therefore.",,
Lessee,Lessor,Said amount is a reasonable approximation of the actual damages which would be sustained by Landlord. ,,
Lessee,Lessor," Further, Landlord may upon Tenant's failure to remedy any violation of this criteria dismantle, replace, remove, or modify Tenant's sign, window blinds and /or window film, or act in any other manner reasonably related to cure such continuing default, all at Tenant's expense, without notice or liability for trespass or otherwise but, rather with Tenant's express consent as is herein provided.",,
Lessee,Lessor,Nothing herein provided imposes upon Landlord any duty to remedy Tenant's violation. ,,
Lessee,Lessor, All rights and remedies herein provided shall be cumulative and in addition to such other remedies as are elsewhere conferred to Landlord.,,
Lessee,Lessor,"Nothing provided herein shall be constructed as an election of remedy which Landlord may have against Tenant in the event of such nonconformance, breach or default. ",,
Lessee,Lessor, TENANT SIGN SPECIFICATIONS ,,
Lessee,Lessor,"Letter Height:8"" Standard",,
Lessee,Lessor,Logo:Logo area shall be 3' x 8',,
Lessee,Lessor, Letter Style:Helvetica Medium (Uppercase Only) ,,
Lessee,Lessor,"Material:1"" Thick Foam",,
Lessee,Lessor,"1/8"" Black Plexiglas",,
Lessee,Lessor, Color:Foam returns to be painted to match Diabond sign facade. ,,
Lessee,Lessor, Mounting  ,,
Lessee,Lessor, Method:Apply letters directly to Diabond sign facade with silicone adhesive or equivalent. ,,
Lessee,Lessor, EXHIBIT D ,,
Lessee,Lessor, RULES AND REGULATIONS ,,
Lessee,Lessor,"Dated: September 21, 2015",,
Lessee,Lessor," By and Between: Decker Business Center Salt Lake City, LP, as Landlord and Falcon Fulfillment, Inc.   as Tenant. ",,
Lessee,Lessor, GENERAL RULES ,,
Lessee,Lessor," Tenant shall not suffer or permit the obstruction of any Common areas, including driveways, walkways, and sidewalks. ",,
Lessee,Lessor," Landlord reserves the right to refuse access to any persons Landlord in good faith judges to be a threat to the safety, reputation, or property of the Project and its occupants. ",,
Lessee,Lessor, Tenant shall not make or permit any noise or odors that materially interfere with other Lessees or persons having business within the Project including but not limited to tobacco smoke. ,,
Lessee,Lessor," Tenant shall not make, suffer or permit litter except in appropriate receptacles for that purpose. ",,
Lessee,Lessor, Tenant shall not alter any lock or install new or additional locks or bolts. ,,
Lessee,Lessor," Tenant shall be responsible for the inappropriate use of any toilet rooms, plumbing or other utilities.",,
Lessee,Lessor,No foreign substances of any kind are to be inserted there in. ,,
Lessee,Lessor," Tenant shall not deface the walls, partitions or other surfaces of the Premises of the Project. ",,
Lessee,Lessor," No Tenant, employee or invitee shall go upon the roof of the building. ",,
Lessee,Lessor," Tenant shall comply with all safety, fire protection and evacuation regulations established by Landlord or any applicable governmental agency. ",,
Lessee,Lessor, Tenant assumes all risks from theft or vandalism and agrees to keep its Premises locked as may be required. ,,
Lessee,Lessor," Parking areas shall be used only for parking by vehicles no longer than full size, passenger automobiles herein called ""Permitted Size Vehicles"".",,
Lessee,Lessor,"Vehicles other than Permitted Size Vehicles are herein referred to as ""Oversized Vehicles.""  No overnight or long term parking. ",,
Lessee,Lessor, Users of the parking area will obey all posted signs and park only in the areas designated for vehicle parking. ,,
Lessee,Lessor," Unless otherwise instructed, every person using the parking area is required to park and lock his/her own vehicle.",,
Lessee,Lessor,"Landlord will not be responsible for any damage to vehicles, injury to persons or loss of property, all of which risks are assumed by the party using the parking area. ",,
Lessee,Lessor," Tenant shall not keep animals or birds within the Project and shall not bring bicycles, motorcycles or other vehicles into areas not designated as authorized for same. ",,
Lessee,Lessor," Other than utilized by Tenant in the ordinary course of its business, Tenant shall not employ any service or contract for  services or work to be performed in the Premises, except as approved by Landlord, which consent shall not unreasonably be withheld. ",,
Lessee,Lessor, Tenant shall return all keys at the termination of its tenancy and shall be responsible for the cost of replacing any keys that are lost. ,,
Lessee,Lessor, The premises shall not be used for lodging. ,,
Lessee,Lessor, Landlord reserves the right to make such other reasonable rules and regulations from time to time as it may be deemed necessary for the appropriate operation and safety of the Project and its occupants.,,
Lessee,Lessor,Tenant agrees to abide by these and such rules and regulations. ,,
Company,You, AMENDMENT TO FLICKR'S TERMS OF SERVICE ,,
Company,You, APPLICABLE TO GOVERNMENTAL MEMBERS ,,
Company,You,"THIS FLICKR SERVICE AMENDMENT (this ""Amendment"") is entered into and is effective as of this U'P-_______ day of 0*jLxr^o&lt;r 20|^ (the ""Effective Date"") between Yahoo!",,
Company,You,"Inc., a Delaware corporation with offices at 701  1st Avenue, Sunnyvale,",,
Company,You,"CA 94089 (""Yahoo!"",",,
Company,You," ""We"" or ""Company""), and  U-S- ",,
Company,You," a federal agency, with ",,
Company,You, offices at K/oi ,,
Company,You," ^""Agency"".",,
Company,You,"""You"" or ""Your""). ",,
Company,You, Yahoo!,,
Company,You,"provides a service for hosting member photographs and videos, which photographs and videos may be further distributed to third parties via ""APIs"" for both commercial and non commercial use, and which service allows other members of the service to add tags and otherwise augment the metadata associated with any photograph or video, which service is currently located at http://www.flickr.com (the ""Service""); ",,
Company,You," You, as a United States Government entity, are required, when entering into agreements with other parties, to follow applicable federal laws and regulations, including those related to ethics, limitations on indemnification, fiscal law constraints, advertising and endorsements, freedom of information, governing law and dispute resolution forum.",,
Company,You,"and You (together, the ""Parties"") agree that modifications to the Yahoo!",,
Company,You,"standard Terms of Service, available at http://info.vahoo.com/leaal/us/vahoo/utos/utos-173.html, the Flickr API Terms of Use located behind a password firewall at http://www.flickr.com/services/api/tos/, the Flickr additional terms of service located at http://www.flickr.com/atos/pro, the Flickr Service Agreement for Flickr Commons, if applicable, and any other relevant terms, conditions, standards or agreements (collectively, the ""TOS"") are appropriate to accommodate Your legal status, Your public (in contrast to private) mission, and other special circumstances.",,
Company,You,"Accordingly, the TOS are hereby modified by this Amendment as they pertain to Your use of the Company web site and Services. ",,
Company,You," Government entity: ""You"" within the TOS shall mean the Agency itself and shall not apply to, or bind: (i) the individual(s) who utilize the Company site or services on Agency's behalf; or (ii) any individual users who happen to be employed by, or otherwise associated with, the Agency. ",,
Company,You," Public purpose: Any requirement(s) set forth within the TOS that use of the Company site and Services be for private, personal and/or non-commercial purposes is hereby waived. ",,
Company,You, Advertisements: Company hereby agrees not to serve or display any commercial advertisements or solicitations on any pages within the Company site displaying content created by or under the control of the Agency provided that Agency has a Flickr Pro Account. ,,
Company,You, Indemnification: It is agreed by the Parties that all indemnification provisions contained in the TOS do not apply to Agency and that any and all Agency liability under ,,
Company,You,"the TOS shall be determined under the Federal Tort Claims Act, 28 U.S.C.",,
Company,You,"Section 2671 et seq., or other such governing authority.",,
Company,You, Governing law. ,,
Company,You," It is agreed by the Parties that the Jurisdiction/choice of law provisions in the TOS do not apply to Agency and that the TOS and this Amendment shall be governed, interpreted and enforced in accordance with the laws of the United States of America.",,
Company,You,"To the extent permitted by federal law, the laws of the State of California will apply in the absence of federal law. ",,
Company,You," License Type: The concepts of ""United States Government Work"" and, if You are a member of the Flickr Commons, ""No Known Copyright Restrictions"" that You have requested Yahoo!",,
Company,You,to attribute to content that you submit to the Service are legally valid in each of the jurisdictions in which the Service operates. ,,
Company,You," Modifications of Member Content Company agrees that the right reserved in the TOS to ""modify"" or ""adapt"" Your content is limited to technical actions necessary to index, format and display that content.",,
Company,You,The right to modify or adapt does not include the right to edit or otherwise alter the meaning of the content.,,
Company,You,"Notwithstanding the foregoing, nothing in this Amendment shall result in an expansion of Your rights as a United States Government entity under the Copyright Act of 1976 (17 U.S.C.",,
Company,You,SSSS101 et sec.,,
Company,You,"), specifically including Section 105 of said Act.",,
Company,You,"Company, in appropriate circumstances and in its sole discretion, reserves the right to delete Your content and disable and/or terminate Your accounts if You infringe or repeatedly infringe the copyrights or other intellectual property rights of others or violate the TOS as amended. ",T,T
Company,You," Limitation of Liability: The Parties agree that nothing in the Limitation of Liability clause or elsewhere in the TOS in any way grants Company a waiver from, release of, or limitation of liability pertaining to, any past, current or future violation of federal law except to the extent that such violation of federal law relates to potential contract liability under the TOS. ",,
Company,You," Uploading, Deleting. ",,
Company,You," The Parties understand and agree that You are not obligated to place any content on the Company Service, and You reserve the right to remove any and all content you upload to the Company Service at Your sole discretion. ",,
Company,You," No endorsement: Company agrees that Your trademarks, seals, logos, service marks, trade names, and the fact that You have a presence on the Company Service and use its Services, shall not be used by Company to imply an endorsement, sponsorship or recommendation of Company or its services by You or the Federal Government.",,
Company,You,"However, Yahoo! may, in its sole discretion, publicly mention the nature and existence of the relationship embedded within this Amendment. ",,
Company,You," No business relationship created: The Parties are independent entities and nothing in this Amendment or the TOS creates an agency, partnership or joint venture. ",,
Company,You, No cost agreement: Nothing in this Amendment or TOS obligates you to expend appropriations or incur financial obligations except for any fee required to open a Flickr Pro Account.,,
Company,You,The Parties acknowledge and agree that none of the obligations arising from this Amendment or TOS are contingent upon the payment of fees by one party to the other except for any fee required to open a Flickr Pro Account. ,,
Company,You," Future fee based arrangements: You acknowledge that while Company may provide You with some services and features for free, Company reserves the right to begin charging for those services and features at some point in the future.",,
Company,You,Company will provide you with advance notice of such a change.,,
Company,You,You also understand that Company currently offers other premium and enterprise services for a fee.,,
Company,You,"Before deciding to enter into a premium or enterprise subscription, or any other fee-based service Company may offer in the future, You agree to determine if Agency has a need for those additional services, to consider the subscription's value in comparison with comparable services available elsewhere, to determine that Agency funds are available for payment, to properly use the Government Purchase Card if that Card is used as the payment method, to review this Amendment and the then-applicable TOS for conformance to federal procurement law, and in all other respects to follow applicable acquisition laws, regulations, and agency guidelines when initiating that separate action. ",,
Company,You, Assignment: Neither party may assign its obligations under this Amendment or TOS to any third party without prior written consent of the other. ,,
Company,You, Precedence; Further Amendment: Termination: This Amendment constitutes an amendment to the TOS.,,
Company,You,It is agreed by the Parties that language in the TOS indicating it alone is the entire agreement between the Parties does not apply to this Amendment.,,
Company,You,"Similarly, language in the TOS indicating Flickr will grant no license to use Flickr API's to a party requesting changes to the TOS does not apply to Agency.",,
Company,You,"In the event of any conflict between this Amendment and the TOS, this Amendment shall first control, followed by the Flickr Community Guidelines (located at http://www.flickr.com/auidelines.Qne).",,
Company,You,then the Yahoo!,,
Company,You,Terms of Service and then the Flickr Additional Terms of Service and Flickr API Terms of Use.,,
Company,You,This Amendment may be further amended only upon written agreement executed by both Parties.,,
Company,You,Either party may terminate Agency's account on 30 days written notice.,T,B
Company,You,"Notwithstanding the foregoing, Company may terminate Your accounts immediately and without notice for violation of the TOS as amended. ",T,T
Company,You," Posting and availability of this Amendment: The provision of the TOS requiring modifications to the TOS to be posted on Company's website is inapplicable since this Amendment is of limited, not general, application, and the provision is otherwise waived for this special circumstance.",,
Company,You,The Parties agree this Amendment contains no confidential or proprietary information and You may release it to the public upon request. ,,
Company,You, This agreement supersedes any prior agreement between the parties regarding the Service.   ,,
Company,You," YAHOO!, Inc.   ",,
Company,You, Name of Federal Agency ,,
Company,You, By: ,,
Company,You, Name:  Douglas Alexander ,,
Company,You,Name:  *77,,
Company,You, SV&amp;kix ,,
Company,You," Title: General Manager, Flickr ",,
Company,You, Title: ,,
Company,You,0iVe&lt;7&amp;r^  V.S.bO*-,,
Recipient,CyberGrants, confidentiality agreement ,,
Recipient,CyberGrants,"THIS CONFIDENTIALITY AGREEMENT (""Agreement"") is made as of the __ day of September, 2015 by and between CyberGrants, LLC (""CyberGrants"") and J.",,
Recipient,CyberGrants, K.,,
Recipient,CyberGrants,"  Group, Inc. (""JK Group""). ",,
Recipient,CyberGrants," CyberGrants and JK Group are sometimes referred to herein as the ""Parties"". ",,
Recipient,CyberGrants," WHEREAS, the Parties wish to provide for the exchange of information with respect to the evaluation of a possible acquisition or investment transaction involving the Parties (the ""Possible Transaction"") and the maintenance of the confidentiality thereof; ",,
Recipient,CyberGrants," NOW, THEREFORE, the Parties, for good and valuable consideration the receipt and sufficiency of which are hereby acknowledged, and intending to be legally bound, hereby agree as follows: ",,
Recipient,CyberGrants,QUOTE SEQ L1 \* Arabic \n \*MERGEFORMAT 1 SEQ L2 \h \r0  SEQ L3 \h \r0  SEQ L4 \h \r0  SEQ L5 \h \r0  SEQ L6 \h \r0  SEQ L7 \h \r0  SEQ L8 \h \r0  1 QUOTE SEQ L1 \* Arabic \n \*MERGEFORMAT 1 SEQ L2 \h \r0  SEQ L3 \h \r0  SEQ L4 \h \r0  SEQ L5 \h \r0  SEQ L6 \h \r0  SEQ L7 \h \r0  SEQ L8 \h \r0  1.,,
Recipient,CyberGrants, Definitions.,,
Recipient,CyberGrants,   The following terms are defined as follows: ,,
Recipient,CyberGrants,"( QUOTE SEQ L2 \* alphabetic \n \*MERGEFORMAT a SEQ L3 \h \r0  a QUOTE SEQ L2 \* alphabetic \n \*MERGEFORMAT a SEQ L3 \h \r0  a)""Evaluation Material"" means any oral or written information provided after the date hereof concerning any Party, its affiliates (including in the case of CyberGrants, Waud Capital Partners, LLC, and in the case of JK Group, Susquehanna Growth Equity, LLC), equityholders, subsidiaries, businesses, markets, plans, projections, products, customers, suppliers, prospects or finances furnished by or on behalf of such Party (a ""Provider"") to another Party (a ""Recipient""),"") or its affiliates or Representatives, except information which:  (i) is or becomes generally available to or known by the public (other than as a result of a disclosure by Recipient or its affiliates or Representatives in breach of any of its obligations under this Agreement); (ii) is or becomes available to Recipient from a source other than Provider; provided that such source is not and was not bound by a confidentiality agreement with Provider of which Recipient is aware; or (iii) has been independently acquired or developed by Recipient or its Representatives without use of or reference to any Evaluation Material and without violating any of their respective obligations under this Agreement.",,
Recipient,CyberGrants,"   For the avoidance of doubt, JK Group's Consiva platform and any and all related documents, software, source code, object code, features, functionality, look and feel, methods, business uses  or other related information is explicitly included in the definition of ""Evaluation Material.",,
Recipient,CyberGrants," "" and constitute trade secrets under applicable law.",,
Recipient,CyberGrants,"( QUOTE SEQ L2 \* alphabetic \n \*MERGEFORMAT b SEQ L3 \h \r0  b QUOTE SEQ L2 \* alphabetic \n \*MERGEFORMAT b SEQ L3 \h \r0  b)A ""Representative"" of a Party includes any director, equityholder, officer, manager, member, employee, advisor, financing source, attorney, insurance provider, accountant, consultant or agent of such Party.",,
Recipient,CyberGrants, Use of Evaluation Material and Confidentiality.,,
Recipient,CyberGrants,"Each Party shall maintain the confidentiality of any Evaluation Material provided to it or its Representatives and shall not disclose any part of it to any other person or use any Evaluation Material other than in connection with evaluating, structuring, financing, negotiating and potentially consummating the Possible Transaction; provided, however, that each Party may disclose any Evaluation Material or portions thereof to those of its Representatives who need to know such information for the purpose of evaluating the Possible Transaction and agree to be subject to the provisions of this Agreement, and each Party may disclose any Evaluation Material in accordance with Paragraph 4 hereof.",,
Recipient,CyberGrants,"Each Party acknowledges that the other Party and its affiliates are engaged in a broad range of businesses, including businesses that are similar to, or identical with such Party's business.",,
Recipient,CyberGrants,"Accordingly, each Party agrees that nothing herein shall restrict the other Party's or its affiliates' right to continue to operate such business, including, without limitation, soliciting any customers, employees or suppliers of such Party and its affiliates; provided that any Evaluation Material is not used by a Recipient for any reason other than in connection with evaluating, structuring, financing, negotiating and potentially consummating the Possible Transaction; provided further that any solicitation of the other Party's employees shall be subject to the restrictions set forth in Paragraph 5.",,
Recipient,CyberGrants,QUOTE SEQ L1 \* Arabic \n \*MERGEFORMAT 3 SEQ L2 \h \r0  SEQ L3 \h \r0  SEQ L4 \h \r0  SEQ L5 \h \r0  SEQ L6 \h \r0  SEQ L7 \h \r0  SEQ L8 \h \r0  3.,,
Recipient,CyberGrants, Representatives.,,
Recipient,CyberGrants,   Each Recipient shall inform each of its Representatives of the existence of this Agreement; each Representative shall agree to be bound by the confidentiality provisions of this Agreement; and each Recipient shall be responsible for any breach of the confidentiality provisions of this Agreement by any of its Representatives. ,,
Recipient,CyberGrants," Subpoenas, etc.  ",,
Recipient,CyberGrants,"   If a Recipient becomes required by law or applicable legal process (by deposition, interrogatory, request for documents, subpoena, civil investigative demand or similar process) to disclose any Evaluation Material furnished by a Provider, to the extent not legally prohibited, Recipient shall provide Provider with prompt prior written notice of such requirement and the terms of and circumstances surrounding such requirement so that Provider may seek an appropriate protective order or other remedy, or waive compliance with the terms of this Agreement, and, at the Provider's cost, Recipient shall provide such cooperation with respect to obtaining a protective order or other remedy as Provider shall reasonably request.",,
Recipient,CyberGrants,"If a protective order or other remedy is not obtained, or if Provider is required to waive compliance with the provisions hereof, Recipient will furnish only that portion of such Evaluation Material which, based upon the advice of counsel, it is legally required to furnish. ",,
Recipient,CyberGrants, Non-Solicitation and Non-Hire of Employees.,,
Recipient,CyberGrants, ; Non-Solicitation of Customers.,,
Recipient,CyberGrants,"Each Party agrees that, from the date hereof and continuing for a period of one (1) yeartwo (2) years from the date hereoftermination of this Agreement, it shall not (i) solicit or hire any senior executive employee or independent contractor  of the other Party that such Party first became aware of and had substantive contact with in connection with the Possible Transaction; provided that (i) neither Party shall be restricted from hiring, or any person who initiates employment discussions withwas an employee or independent contractor of such party within the six (6) months prior to such Party and (ii) solicitation; provided that general solicitation for employees (including via advertisement and through the use of search firms that are directed not to solicit the employees of such Party) not focused on or directed at the employees of the other Party (and any hiring resulting therefrom) shall not be deemed a breach of this restriction; or (ii) use Evaluation Material to solicit any customers of the other Party.",,
Recipient,CyberGrants, Termination; Ownership; Destruction.,,
Recipient,CyberGrants,"If any Party decides that it does not wish to proceed with a Possible Transaction, it will promptly advise the other Party of that decision.  ",,
Recipient,CyberGrants," In such event,Each Party's Evaluation Material shall at all times be its sole and exclusive property, notwithstanding disclosure thereof to the other Party pursuant to the terms of this Agreement.",,
Recipient,CyberGrants,Disclosure of Evaluation Material under this Agreement shall not confer upon the Recipient any ownership right or intellectual property interest in such Evaluation Material.  ,,
Recipient,CyberGrants," Upon written request by the Provider at any time for any reason, the Recipient promptly will destroy all copies of any Evaluation Material in its possession or under its control, or in the possession of or under the control of any of its Representatives, including any analyses, compilations, studies or other documents prepared by such Party or any of its Representatives which contain or reflect any Evaluation Material; provided that neither Recipient nor any of its Representatives will be required to destroy any electronic copy of any Evaluation Material that is created pursuant to such person's standard electronic backup and archival procedures or bona fide records retention policies.",,
Recipient,CyberGrants,"Recipient nonetheless shall be entitled to retain copies of Evaluation Material in its legal files for legal and compliance purposes (including in connection with any litigation, arbitration or like action between the Parties or involving one or both Parties related thereto).",,
Recipient,CyberGrants,"   Notwithstanding the foregoing, any Evaluation Material that is retained by the Recipient pursuant to this Agreement shall remain subject to the provisions of this Agreement.  ",,
Recipient,CyberGrants, Non-Disclosure.,,
Recipient,CyberGrants,"Without the prior written consent of the other Party, neither Party will disclose to any person (other than its Representatives) that any investigations, discussions or negotiations are taking place concerning a Possible Transaction, that such Party has requested or received Evaluation Material from the other Party, or any of the terms, conditions or other facts with respect to any Possible Transaction, including without limitation (i) the status thereof and (ii) the contents of any indication of interest, letter of intent or other written or oral proposal provided by CyberGrants to JK Group, except as otherwise required by law. ",,
Recipient,CyberGrants, Accuracy of Materials.,,
Recipient,CyberGrants,"No Party makes any representation or warranty, express or implied, as to the accuracy or completeness of the Evaluation Material provided by it or its Representatives.",,
Recipient,CyberGrants,"  and all Evaluation Material is provided on an ""as-is"" basis.",,
Recipient,CyberGrants,"  Only those representations or warranties, if any, that are made in a definitive transaction agreement between the Parties (a ""Definitive Agreement"") when, as, and if it is executed, and subject to such limitations and restrictions as may be specified in such Definitive Agreement, will have any legal effect. ",,
Recipient,CyberGrants, No Commitment.,,
Recipient,CyberGrants,"Neither Party shall have any legal obligation of any kind whatsoever with respect to any transaction or other arrangement by virtue of this Agreement, except for the matters specifically agreed to herein.",,
Recipient,CyberGrants,Each Party shall be free to conduct or terminate the process whereby it may enter into any transaction or other arrangement as such Party in its sole discretion shall determine.,,
Recipient,CyberGrants,Neither this Paragraph 9 nor any other provision in this Agreement can be waived or amended except by written consent of the Parties.,,
Recipient,CyberGrants, Equitable Remedies.,,
Recipient,CyberGrants,The Parties acknowledge that money damages may be an inadequate remedy for breach of this Agreement because of the difficulty of ascertaining the amount of damage that will be suffered in the event that this Agreement is breached.,,
Recipient,CyberGrants,"Therefore, each Party shall be entitled to seek equitable relief, including injunctive relief and specific performance, in the event of any breach or threatened breach of the provisions of this Agreement by the other Party, in addition to all other remedies available to such Party at law or in equity. ",,
Recipient,CyberGrants, Integration.,,
Recipient,CyberGrants,"This Agreement embodies the entire agreement and understanding of the Parties with respect to the subject matter hereof and supersedes all prior discussions, negotiations, agreements and understandings among the Parties with respect to the subject matter hereof; provided, that the covenants contained herein are independent of, supplemental to and do not modify, supersede or restrict (and shall not be modified, superseded by or restricted by) any covenants in any other current or future agreement between the Parties unless reference is made to the specific provisions hereof which are intended to be superseded. ",,
Recipient,CyberGrants, Miscellaneous.,,
Recipient,CyberGrants,This Agreement is for the benefit of the Parties and will be governed by and construed in accordance with the laws of the State of Delaware. ,,
Recipient,CyberGrants,Each Party's obligations under this Agreement will expire one (1) year from the date hereof.,,
Recipient,CyberGrants,"This Agreement may be terminated by either Party upon written notice to the other Party; provided that each Party's obligations under this Agreement will expire two (2) years from the date of such termination, further provided that, with respect to Evaluation Material that constitutes a trade secret under applicable law, each Party's obligations under this Agreement shall continue until such Evaluation Material is no longer a trade secret under applicable law.",T,B
Recipient,CyberGrants,"   If any term, provision, covenant or restriction of this Agreement is held by a court of competent jurisdiction to be invalid, void or unenforceable, the remainder of the terms, provisions, covenants and restrictions of this Agreement shall remain in full force and effect and shall in no way be affected, impaired or invalidated.",,
Recipient,CyberGrants,"EACH PARTY HERETO HEREBY IRREVOCABLY WAIVES ALL RIGHT TO TRIAL BY JURY IN ANY LITIGATION, ACTION, PROCEEDING, CROSS-CLAIM, OR COUNTERCLAIM IN ANY COURT (WHETHER BASED ON CONTRACT, TORT, OR OTHERWISE) ARISING OUT OF, RELATING TO OR IN CONNECTION WITH (I) THIS AGREEMENT OR THE VALIDITY, PERFORMANCE, INTERPRETATION, COLLECTION OR ENFORCEMENT HEREOF OR (II) THE ACTIONS OF THE PARTIES IN THE NEGOTIATION, AUTHORIZATION, EXECUTION, DELIVERY, ADMINISTRATION, PERFORMANCE OR ENFORCEMENT HEREOF. ",,
Recipient,CyberGrants, Electronic Delivery; Counterparts.,,
Recipient,CyberGrants,"This Agreement and any signed agreement or instrument entered into in connection with this Agreement, and any amendments hereto or thereto, may be executed in one or more counterparts, all of which shall constitute one and the same instrument.",,
Recipient,CyberGrants,"Any such counterpart, to the extent delivered by means of a facsimile machine or by .pdf, .",,
Recipient,CyberGrants," tif, .gif, .",,
Recipient,CyberGrants," pegjpeg or similar attachment to electronic mail (any such delivery, an ""Electronic Delivery"") shall be treated in all manner and respects as an original executed counterpart and shall be considered to have the same binding legal effect as if it were the original signed version thereof delivered in person.",,
Recipient,CyberGrants,"At the written request of any Party hereto, each other Party hereto or thereto shall re-execute the original form of this Agreement and deliver such form to all other Parties.",,
Recipient,CyberGrants,"No Party hereto shall raise the use of Electronic Delivery to deliver a signature or the fact that any signature or agreement or instrument was transmitted or communicated through the use of Electronic Delivery as a defense to the formation of a contract, and each such Party forever waives any such defense, except to the extent such defense relates to lack of authenticity. ",,
Recipient,CyberGrants, [SIGNATURES ON NEXT PAGE] ,,
Recipient,CyberGrants," IN WITNESS WHEREOF, the parties hereto have executed this Agreement as of the date first hereinabove written. ",,
Recipient,CyberGrants," CYBERGRANTS, LLC ",,
Recipient,CyberGrants, Name:  Mark Layden ,,
Recipient,CyberGrants, Title:  Chief Executive Officer ,,
Recipient,CyberGrants, J.,,
Recipient,CyberGrants,"  GROUP, INC.   ",,
Recipient,CyberGrants, Name: ,,
Beneficiary,Guarantors," (G)Each of the Distributor, Presale Distributors, the Agent, EFB, the Producer and the Beneficiary has entered into Notices of Assignment relating to its Distribution Agreement (with all such Notices of Assignment being collectively referred to herein as the ""Distributor Notices"" and each is a ""Distributor Notice""). ",,
Beneficiary,Guarantors,"""Specifications"" means that the Film is based on the Screenplay, shot in color digitally; is of approximately 90 minutes in length, including main and end titles; has film and sound elements which are of commercially acceptable technical quality for release in cinemas and broadcast on television; is capable of qualifying for an MPAA rating not more restrictive than R; is directed by the Director through the completion of principal photography.",,
Beneficiary,Guarantors," (b)If required by the exigencies of production or in order to effect Completion and Delivery, upon demand by EFB or the Agent, the Beneficiary shall accelerate the Beneficiary Funding, subject, however, to the restrictions of any applicable currency forward exchange rate agreements (unless such agreements are terminated), in terms of amount and/or the timing thereof.",,
