THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
bigtincan,you,We may revise these Terms from time to time and the most current version will always be posted on our website.,,,,
bigtincan,you,"If a revision, in our sole discretion, is material we will notify you (for example via email to the email address associated with your account).",,,,
bigtincan,you,THESE TERMS AND THE USE OF THE SERVICES AND SOFTWARE WILL BE GOVERNED BY NEW SOUTH WALES LAW EXCEPT FOR ITS CONFLICTS OF LAWS PRINCIPLES.,,,,
bigtincan,you,"ALL CLAIMS ARISING OUT OF OR RELATING TO THESE TERMS OR THE SERVICES OR SOFTWARE MUST BE LITIGATED EXCLUSIVELY IN THE FEDERAL OR STATE COURTS OF NEW SOUTH WALES, AND BOTH PARTIES CONSENT TO VENUE AND PERSONAL JURISDICTION THERE.",,,,
bigtincan,you,If a provision is found unenforceable the remaining provisions of the Agreement will remain in full effect and an enforceable term will be substituted reflecting our intent as closely as possible.,,,,
Atlassian,you,"Any registration information that you provide to us must be accurate, current and complete.",,,,
Atlassian,you,"Atlassian's Product ordering documentation or purchase flow ("" Order "") will specify your authorized scope of use for the Products, which may include: (a) number and type of Authorized Users (as defined below), (b) storage or capacity (for Hosted Services), (c) numbers of licenses, copies or instances (for Software), or (d) other restrictions or billable units (as applicable, the "" Scope of Use "").",,,,
Atlassian,you,"If you purchase through a Reseller, your Scope of Use shall be as stated in the Order placed by Reseller for you, and Reseller is responsible for the accuracy of any such Order.",,,,
Atlassian,you,All use of Products by you and your Authorized Users must be within the Scope of Use and solely for the benefit of you or your Affiliates.,,,,
Atlassian,you,"The term of each Software license ("" License Term "") will be specified in your Order.",,,,
Atlassian,you,"Your License Term will end upon any termination of this Agreement, even if it is identified as "" perpetual "" or if no expiration date is specified in your Order.",,,,
Atlassian,you,"The Software requires a license key in order to operate, which will be delivered as described in Section 10.2 (Delivery).",,,,
Atlassian,you,"Except as otherwise specified in your Order, all Subscriptions will automatically renew for periods equal to your initial Subscription Term (and you will be charged at the then-current rates) unless you cancel your subscription through your account at my.atlassian.com.",,,,
Atlassian,you,"If you cancel, your subscription will terminate at the end of then-current billing cycle, but you will not be entitled to any credits or refunds for amounts accrued or paid prior to such termination.",,,,
Atlassian,you,"You will retain all right, title and interest in and to Your Data in the form provided to Atlassian.",,,,
Atlassian,you,"We cannot guarantee that our security procedures will be error-free, that transmissions of Your Data will always be secure or that unauthorized third parties will never be able to defeat our security measures or those of our third party service providers.",,,,
Atlassian,you,"You will not submit to the Hosted Services (or use the Hosted Services to collect): (i) any personally identifiable information, except as necessary for the establishment of your Atlassian account; (ii) any patient, medical or other protected health information regulated by HIPAA or any similar federal or state laws, rules or regulations; or (iii) any other information subject to regulation or protection under specific laws such as the Gramm-Leach-Bliley Act (or related rules or regulations) ((i) through (iii), collectively, "" Sensitive Data "").",,,,
Atlassian,you,"We will generally alert you when we take such action and give you a reasonable opportunity to cure your breach, but if we determine that your actions endanger the operation of the Hosted Service or other users, we may suspend your access immediately without notice.",,,,
Atlassian,you,You will continue to be charged for the Hosted Service during any suspension period.,,,,
Atlassian,you,Support and Maintenance is subject to the terms of the Atlassian Support Policy and will be provided at the support level and during the support term specified in your Order.,,,,
Atlassian,you,"We will provide Technical Account Manager (TAM) and training services purchased in an Order in accordance with the descriptions and conditions for those services set forth in the Order and the accompanying service descriptions or datasheets ("" Ancillary Services "").",,,,
Atlassian,you,"If applicable, you will reimburse Atlassian for reasonable travel and lodging expenses as incurred.",,,,
Atlassian,you,"In the context of Software, a return means that we will disable the license key that allowed the Software to operate.",,,,
Atlassian,you,"In the context of Hosted Services, a return means that we will disable access to the Hosted Service.",,,,
Atlassian,you,We will not accept returns after the 30-day return period.,,,,
Atlassian,you,We will deliver the applicable license keys (in the case of Software) or login instructions (in the case of Hosted Services) to the email addresses specified in your Order when we have received payment of the applicable fees.,,,,
Atlassian,you,All deliveries under this Agreement will be electronic.,,,,
Atlassian,you,"Unless otherwise specified in your Order, you will pay all amounts in U.S. dollars at the time you place your Order.",,,,
Atlassian,you,"If you add Authorized Users during your License Term or Subscription Term, we will charge you for the increased number of Authorized Users pursuant to the then-currently applicable rates in your next billing cycle.",,,,
Atlassian,you,"In that case, you will have the right to provide to Atlassian any such exemption information, and Atlassian will use reasonable efforts to provide such invoicing documents as may enable you to obtain a refund or credit for the amount so paid from any relevant revenue authority if such a refund or credit is available.",,,,
Atlassian,you,We make no promises that any Beta Versions will ever be made generally available.,,,,
Atlassian,you,"In some circumstances, we may charge a fee in order to allow you to access Beta Versions, but the Beta Versions will still remain subject to this Section 11 (No-Charge Products).",,,,
Atlassian,you,"Except as otherwise expressly permitted in this Agreement, you will not: (a) rent, lease, reproduce, modify, adapt, create derivative works of, distribute, sell, sublicense, transfer, or provide access to the Products to a third party, (b) use the Products for the benefit of any third party, (c) incorporate any Products into a product or service you provide to a third party, (d) interfere with any license key mechanism in the Products or otherwise circumvent mechanisms in the Products intended to limit your use, (e) reverse engineer, disassemble, decompile, translate, or otherwise seek to obtain or derive the source code, underlying ideas, algorithms, file formats or non-public APIs to any Products, except as permitted by law, (f) remove or obscure any proprietary or other notices contained in any Product, or (g) publicly disseminate information regarding the performance of the Products.",,,,
Atlassian,you,"We will provide you with at least 10 days advance notice prior to the audit, and the audit will be conducted during normal business hours.",,,,
Atlassian,you,"We will bear all out-of-pocket costs that we incur for the audit, unless the audit reveals that you have exceeded the Scope of Use.",,,,
Atlassian,you,"If you exceed your Scope of Use, we may invoice you for any past or ongoing excessive use, and you will pay the invoice promptly after receipt.",,,,
Atlassian,you,"No Feedback will be considered your Confidential Information, and nothing in this Agreement limits Atlassian's right to independently use, develop, evaluate, or market products, whether incorporating Feedback or otherwise.",,,,
Atlassian,you,Any Atlassian Technology and any performance information relating to the Products shall be deemed Confidential Information of Atlassian without any marking or further designation.,,,,
Atlassian,you,"Except as expressly authorized herein, the Receiving Party will hold in confidence and not use or disclose any Confidential Information.",,,,
Atlassian,you,The Receiving Party's nondisclosure obligation shall not apply to information which the Receiving Party can document: (i) was rightfully in its possession or known to it prior to receipt of the Confidential Information; (ii) is or has become public knowledge through no fault of the Receiving Party; (iii) is rightfully obtained by the Receiving Party from a third party without breach of any confidentiality obligation; or (iv) is independently developed by employees of the Receiving Party who had no access to such information.,,,,
Atlassian,you,"The Receiving Party acknowledges that disclosure of Confidential Information would cause substantial harm for which damages alone would not be a sufficient remedy, and therefore that upon any such disclosure by the Receiving Party the Disclosing Party shall be entitled to appropriate equitable relief in addition to whatever other remedies it might have at law.",,,,
Atlassian,you,"For the avoidance of doubt, this Section shall not operate as a separate warranty with respect to the operation of any Product.",,,,
Atlassian,you,"Except where an exclusive remedy may be specified in this Agreement, the exercise by either party of any remedy, including termination, will be without prejudice to any other remedies it may have under this Agreement, by law, or otherwise.",,,,
Atlassian,you,"Once the Agreement terminates, you (and your Authorized Users) will no longer have any right to use or access any Products, or any information or materials that we make available to you under this Agreement, including Atlassian Confidential Information.",,,,
Atlassian,you,"The following provisions will survive any termination or expiration of this Agreement: Sections 7.7.3 (Indemnity for Your Data), 10.3 (Payment), 10.4 (Taxes), 11 (No-Charge Products) (disclaimers and use restrictions only), 12 (Restrictions), 13.2 (Conditions to Development of Add-Ons), 14 (License Certifications and Audits), 15 (Ownership and Feedback), 16 (Confidentiality), 17 (Term and Termination), 18.2 (Warranty Disclaimer), 19 (Limitation of Liability), 21 (Third Party Vendor Products), 24 (Dispute Resolution), 25 (Export Restrictions), and 27 (General Provisions).",,,,
Atlassian,you,"YOU MAY HAVE OTHER STATUTORY RIGHTS, BUT THE DURATION OF STATUTORILY REQUIRED WARRANTIES, IF ANY, SHALL BE LIMITED TO THE SHORTEST PERIOD PERMITTED BY LAW.",,,,
Atlassian,you,"TO THE MAXIMUM EXTENT PERMITTED BY LAW, NEITHER ATLASSIAN NOR ANY OF ITS THIRD PARTY SUPPLIERS MAKES ANY REPRESENTATION, WARRANTY OR GUARANTEE AS TO THE RELIABILITY, TIMELINESS, QUALITY, SUITABILITY, TRUTH, AVAILABILITY, ACCURACY OR COMPLETENESS OF ANY PRODUCTS OR ANY CONTENT THEREIN OR GENERATED THEREWITH, OR THAT: (A) THE USE OF ANY PRODUCTS WILL BE SECURE, TIMELY, UNINTERRUPTED OR ERROR-FREE; (B) THE PRODUCTS WILL OPERATE IN COMBINATION WITH ANY OTHER HARDWARE, SOFTWARE, SYSTEM, OR DATA; (C) THE PRODUCTS (OR ANY PRODUCTS, SERVICES, INFORMATION, OR OTHER MATERIAL PURCHASED OR OBTAINED BY YOU THROUGH THE PRODUCTS) WILL MEET YOUR REQUIREMENTS OR EXPECTATIONS); (D) ANY STORED DATA WILL BE ACCURATE OR RELIABLE OR THAT ANY STORED DATA WILL NOT BE LOST OR CORRUPTED; (E) ERRORS OR DEFECTS WILL BE CORRECTED; OR (F) THE PRODUCTS (OR ANY SERVER (S) THAT MAKE A HOSTED SERVICE AVAILABLE) ARE FREE OF VIRUSES OR OTHER HARMFUL COMPONENTS.",,,,
Atlassian,you,"NEITHER PARTY (NOR ITS SUPPLIERS) SHALL BE LIABLE FOR ANY LOSS OF USE, LOST OR INACCURATE DATA, FAILURE OF SECURITY MECHANISMS, INTERRUPTION OF BUSINESS, COSTS OF DELAY OR ANY INDIRECT, SPECIAL, INCIDENTAL, RELIANCE OR CONSEQUENTIAL DAMAGES OF ANY KIND (INCLUDING LOST PROFITS), REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE, EVEN IF INFORMED OF THE POSSIBILITY OF SUCH DAMAGES IN ADVANCE.",,,,
Atlassian,you,NEITHER PARTY'S AGGREGATE LIABILITY TO THE OTHER SHALL EXCEED THE AMOUNT ACTUALLY PAID BY YOU TO US FOR PRODUCTS AND SUPPORT AND MAINTENANCE IN THE 12 MONTHS IMMEDIATELY PRECEDING THE CLAIM.,,,,
Atlassian,you,"NOTWITHSTANDING ANYTHING ELSE IN THIS AGREEMENT, OUR AGGREGATE LIABILITY TO YOU IN RESPECT OF NO-CHARGE PRODUCTS SHALL BE US$20.",,,,
Atlassian,you,"THIS SECTION 19 (LIMITATION OF LIABILITY) SHALL NOT APPLY TO (1) AMOUNTS OWED BY YOU UNDER ANY ORDERS, (2) EITHER PARTY'S EXPRESS INDEMNIFICATION OBLIGATIONS IN THIS AGREEMENT, OR (3) YOUR BREACH OF SECTION 12 (RESTRICTIONS) OR SECTION 2 (COMBINING THE PRODUCTS WITH OPEN SOURCE SOFTWARE) OF THIRD PARTY CODE IN ATLASSIAN PRODUCTS).",,,,
Atlassian,you,"TO THE MAXIMUM EXTENT PERMITTED BY LAW, NO SUPPLIERS OF ANY THIRD PARTY COMPONENTS INCLUDED IN THE PRODUCTS WILL BE LIABLE TO YOU FOR ANY DAMAGES WHATSOEVER.",,,,
Atlassian,you,The parties agree that the limitations specified in this Section 19 (Limitation of Liability) will survive and apply even if any limited remedy specified in this Agreement is found to have failed of its essential purpose.,,,,
Atlassian,you,"In the event of any controversy or claim arising out of or relating to this Agreement, the parties hereto shall consult and negotiate with each other and, recognizing their mutual interests, attempt to reach a solution satisfactory to both parties.",,,,
Atlassian,you,"If the parties do not reach settlement within a period of 60 days, any unresolved controversy or claim arising out of or relating to this Agreement shall proceed to binding arbitration under the Rules of Arbitration of the International Chamber of Commerce.",,,,
Atlassian,you,The parties shall seek to mutually appoint an arbitrator.,,,,
Atlassian,you,"If the parties cannot agree on a single arbitrator, then there shall be three (3) arbitrators: one selected by each party, and a third selected by the first two.",,,,
Atlassian,you,"Arbitration will take place in one of the following cities as mutually agreed between the parties: Sydney (Australia), Amsterdam (Netherlands) or San Francisco, CA (USA).",,,,
Atlassian,you,"If the parties are unable to agree to one of these cities, then the arbitration shall proceed in San Francisco, CA.",,,,
Atlassian,you,All negotiations and arbitration proceedings pursuant to this Section will be confidential and treated as compromise and settlement negotiations for purposes of all similar rules and codes of evidence of applicable legislation and jurisdictions.,,,,
Atlassian,you,The language of the arbitration shall be English.,,,,
Atlassian,you,"This Agreement will be governed by and construed in accordance with the applicable laws of the State of California, USA, without giving effect to the principles of that State relating to conflicts of laws.",,,,
Atlassian,you,"Each party irrevocably agrees that any legal action, suit or proceeding that is not otherwise subject to the arbitration provisions of Section 24.1 (Dispute Resolution; Arbitration) must be brought solely and exclusively in, and will be subject to the service of process and other applicable procedural rules of, the State or Federal court in San Francisco, California, USA, and each party irrevocably submits to the sole and exclusive personal jurisdiction of the courts in San Francisco, California, USA, generally and unconditionally, with respect to any action, suit or proceeding brought by it or against it by the other party.",,,,
Atlassian,you,"Notwithstanding the provisions of Section 24.1 (Dispute Resolution; Arbitration), nothing in this Agreement shall prevent either party from seeking injunctive relief with respect to a violation of intellectual property rights, confidentiality obligations or enforcement or recognition of any award or order in any appropriate jurisdiction.",,,,
Atlassian,you,The Uniform Computer Information Transactions Act (UCITA) shall not apply to this Agreement regardless of when or where adopted.,,,,
Atlassian,you,"If a revision meaningfully reduces your rights, we will use reasonable efforts to notify you (by, for example, sending an email to the billing or technical contact you designate in the applicable Order, posting on our blog, through your Atlassian account, or in the Product itself).",,,,
Atlassian,you,"If we modify the Agreement during your License Term or Subscription Term, the modified version will be effective upon your next renewal of a License Term, Support and Maintenance term, or Subscription Term, as applicable.",,,,
Atlassian,you,"If you do not agree to the updated Agreement after it becomes effective, you will no longer have a right to use No-Charge Products.",,,,
Atlassian,you,Any notice under this Agreement must be given in writing.,,,,
Atlassian,you,Our notices to you will be deemed given upon the first business day after we send it.,,,,
Atlassian,you,Your notices to us will be deemed given upon our receipt.,,,,
Atlassian,you,We will not unreasonably withhold our consent if the assignee agrees to be bound by the terms and conditions of this Agreement.,,,,
Atlassian,you,"If any provision of this Agreement is held to be void, invalid, unenforceable or illegal, the other provisions shall continue in full force and effect.",,,,
Atlassian,you,"No failure or delay by the injured party to this Agreement in exercising any right, power or privilege hereunder shall operate as a waiver thereof, nor shall any single or partial exercise thereof preclude any other or further exercise thereof or the exercise of any right, power or privilege hereunder at law or equity.",,,,
Atlassian,you,"This Agreement shall not be construed as constituting either party as a partner of the other or to create any other form of legal association that would give on party the express or implied right, power or authority to create any duty or obligation of the other party.",,,,
Corel,You,"A separate license agreement must be entered into with Corel to obtain the right to use the Software for a Virtualization Environment, network connections or volume purchases.",,,,
Corel,You,"You agree that if the Software requires mandatory activation or email validation, You will complete the process providing Corel with accurate information.",,,,
Corel,You,"BUSINESS USERS: If You are a business, You agree to maintain records, systems and/or procedures that accurately record the number of copies of the Software that have been acquired and installed on Your Computers and will keep the records for two (2) years from the date Your license to use the Software ends.",,,,
Corel,You,Corel will not conduct more than one (1) audit per year.,,,,
Corel,You,"If the audit results find that Your use does not conform to a valid license, then You will immediately obtain a valid license for the Software.",,,,
Corel,You,"If You purchase the Software as a gift to a third person, the third person must accept the terms of this EULA before using the Software.",,,,
Corel,You,You represent and warrant to Us that You will comply with all applicable laws and regulations impacting Your use of the Software including data protection and privacy laws.,,,,
Corel,You,You agree that You will not use the Software in a way that is unlawful or that violates the rights of a third party.,,,,
Corel,You,"In some instances, You will have the option to decline the Update, in which case the Software may not perform properly.",,,,
Corel,You,"You will not remove, obscure or alter any proprietary notices affixed to or contained within the Software.",,,,
Corel,You,"IN THE EVENT OF ANY CONFLICT BETWEEN THE TERMS OF THIS EULA AND THIS PARAGRAPH, THIS PARAGRAPH SHALL GOVERN.",,,,
Corel,You,"Upon expiration of the evaluation period, You will immediately discontinue use of the Evaluation Version and delete and destroy all electronic copies of the Evaluation Version including, but not limited to, all user documentation that may have been provided as part of the evaluation from Your computer and any other computer devices on which You have installed the Evaluation Version.",,,,
Corel,You,Any attempt to circumvent any expiration date technology is in violation of this EULA and will automatically and immediately terminate Your license to use the Evaluation Version.,,,,
Corel,You,"If You purchased the Software on a computer disc, then Corel warrants that the media on which Software is furnished will be free of defects in materials and workmanship under normal use for a period of ninety (90) days from the date You purchased the Software.",,,,
Corel,You,"The Software when properly installed and under normal use will substantially conform to the features and functionality as set forth in the documentation accompanying the Software, however, the Software may contain normal bugs and errors.",,,,
Corel,You,"Therefore, the Software is provided on an "" AS IS "" basis with the understanding that bug fixes and Updates will be provided from time to time.",,,,
Corel,You,"IF THE DISC IS DEFECTIVE, THEN COREL'S ENTIRE LIABILITY AND YOUR EXCLUSIVE REMEDY UNDER THIS WARRANTY WILL BE REPLACEMENT OF THE DEFECTIVE COMPUTER DISC IF YOU RETURN THE DEFECTIVE DISC TO US WITH A COPY OF YOUR RECEIPT.",,,,
Corel,You,Any replacement Software will be warranted for the remainder of the original warranty period.,,,,
Corel,You,"If You alter the Software in any way without being authorized by Corel, Corel will not remedy defects caused by such alteration and You are liable for any damages incurred by Corel due to Your unauthorized alteration.",,,,
Corel,You,Pre-release version products are to be used only for test purposes in testing environments and must not be used for production purposes.,,,,
Corel,You,"COREL MAKES NO WARRANTIES, AND SHALL HAVE NO LIABILITY, DIRECT OR INDIRECT, WHATSOEVER WITH RESPECT TO OPEN SOURCE MATERIALS CONTAINED IN THE SOFTWARE.",,,,
Corel,You,IN NO EVENT WILL COREL'S TOTAL LIABILITY TO YOU FOR ALL DAMAGES IN ANY ONE OR MORE CAUSE OF ACTION EXCEED THE AMOUNT PAID BY YOU FOR THE SOFTWARE.,,,,
Corel,You,THIS LIMITATION WILL APPLY REGARDLESS OF THE FAILURE OF THE ESSENTIAL PURPOSE OF ANY LIMITED REMEDY.,,,,
Corel,You,"These limitations shall not apply, however, to any mandatory liability under the applicable product liability laws, nor to any damage which is caused due to the breach of an express warranty to the extent that such express warranty was intended to protect consumers against the specific damage incurred, nor to damages due to loss of life, injury or prejudice to health.",,,,
Corel,You,"Any use, modification, reproduction release, performance, display or disclosure of the Software and accompanying documentation by the U.S. government will be governed solely by the terms of this EULA and will be prohibited except to the extent expressly permitted by the terms of this EULA.",,,,
Corel,You,"Except pursuant to an express, written, fully-executed agreement with Corel, You may not purchase a license to use the Software for the purpose of exporting it to a country other than the original country of sale, nor may You retain the services of a third party to purchase a license to use the Software if in doing so You will require such third party to send (via any means, electronic or otherwise) the Software to You in a country other than the original country of sale.",,,,
Corel,You,Any dispute between You and Corel regarding this EULA will be subject to the exclusive venue of the state and federal courts in the State of California.,,,,
Corel,You,"Except as expressly set forth herein to the extent permitted by applicable law, this EULA shall not prejudice the non-excludable, statutory rights of any party dealing as a consumer.",,,,
Corel,You,"If You acquired the Software in Canada, unless expressly prohibited by local law, this EULA is governed by the laws in force in the Province of Ontario, Canada; and, any dispute between You and Corel regarding this EULA will be subject to the exclusive jurisdiction of the federal and provincial courts sitting in Toronto, Ontario.",,,,
Corel,You,"If Corel has provided You with a translation of the English language version of this EULA, You agree that such translation is provided for Your convenience only and that the English language version, not the translation, of this EULA will be legally binding on You.",,,,
Corel,You,The English language version of this EULA and not its translation (s) will govern in the event of a conflict between the English language version and a translation.,,,,
Corel,You,"If and to the extent any provision of this EULA is held illegal, invalid, or unenforceable in whole or in part under applicable law, such provision or such portion thereof shall be ineffective as to the jurisdiction in which it is illegal, invalid, or unenforceable but only to the extent of its illegality, invalidity, or unenforceability and shall be deemed modified to the extent necessary to conform to applicable law so as to give the maximum effect to the intent of the parties.",,,,
Corel,You,"No term or provision in this EULA will be considered waived, and no breach excused, unless such waiver is in writing signed on behalf of the party against whom the waiver is asserted.",,,,
Corel,You,"No waiver (whether express or implied) will constitute consent to, waiver of, or excuse of any other, different, or subsequent breach.",,,,
Corel,You,No modifications or amendments to this EULA will be binding upon Corel unless made in writing and duly executed by You and an authorized representative of Corel.,,,,
Corel,You,Corel's licensors shall be a direct and intended third party beneficiary of this EULA.,,,,
Corel,You,"ADDITIONAL TERMS APPLICABLE TO FIXED TERM LICENSES / SUBSCRIPTIONS: Subject to the terms and conditions of this EULA, in the instance of a fixed term license or subscription, the license to use the Software begins on date of purchase and shall be for the duration identified by Corel in the applicable invoice, or by the Corel authorized OEM or Corel authorized reseller in its invoice.",,,,
Corel,You,"ADDITIONAL TERMS APPLICABLE TO USERS OF COREL DVD XPACK, DVD+AVCHD XPACK, ULTIMATE XPACK, MP3 & DVD XPACK ("" XPACK LINE OF PRODUCTS ""): With respect to Corel's Xpack line of products, You agree that You will not use Corel products in those jurisdictions where use of video and/or audio decoder software is unlawful.",,,,
Corel,You,No license is granted or shall be implied for any other use.,,,,
Corel,You,No license is granted or shall be implied for any other use.,,,,
Corel,You,"ADDITIONAL TERMS APPLICABLE TO USERS OF SOFTWARE LOCATED IN GERMANY OR AUSTRIA: If You obtained the Software from Corel or a Corel authorized reseller in Germany or Austria and such country is Your legal residence, then the Germany and Austrian product liability and other consumer protection laws concerning remedies for defective goods shall apply and govern any inconsistencies between such laws and the provisions of this EULA set forth above.",,,,
Corel,You,"ADDITIONAL TERMS APPLICABLE TO USERS OF HARDWARE OR SOFTWARE LOCATED IN THE UNITED KINGDOM: If (a) You are acting as a consumer and the United Kingdom is Your legal residence; (b) You entered into this EULA in the United Kingdom; and (c) You have obtained the Software from Corel or a Corel authorized reseller in the United Kingdom (a "" Consumer ""), then the limitation of liability and warranty provisions set forth in applicable consumer protection and warranty laws of the United Kingdom shall apply and govern any inconsistencies between such laws and the provisions of this EULA set forth above.",,,,
Corel,You,We warrant that the media on which Software is furnished will be free of defects in materials and workmanship under normal use for a period of ninety (90) days from the date You purchased the Software.,,,,
Corel,You,"The Software when properly installed and under normal use will substantially conform to the features and functionality as set forth in the documentation accompanying the Software, however, the Software may contain normal bugs and errors.",,,,
Corel,You,Bug fixes and Updates will be provided from time to time.,,,,
Corel,You,"If the disc is defective, then, without limiting any other obligations at law, Corel will replace the defective computer disc if you return the defective disc to us with a copy of your receipt.",,,,
Corel,You,Any replacement Software will be warranted for the original warranty period covered by this section.,,,,
Corel,You,"If You alter the Software in any way without being authorised by Corel, Corel will not remedy defects caused by such alteration and You are liable for any damages incurred by Corel due to Your unauthorised alteration.",,,,
Corel,You,Pre-release version products are to be used only for test purposes in testing environments and must not be used for production purposes.,,,,
Corel,You,"To the extent permissible at law Corel makes no warranties, and shall have no liability, direct or indirect, whatsoever with respect to open source materials contained in the software.",,,,
Corel,You,More detailed RMA instructions together with shipping information and an RMA number will then be sent to you by email.,,,,
Corel,You,You will be required to provide proof of purchase and bear the costs of returning the Software.,,,,
Corel,You,"The Software together with all related media and manuals must be returned to Corel TW Corp. (Philippines), 5/F Coherco Corporate Center, 116 V.A.",,,,
Corel,You,We will endeavour to process your claim within 10 working days from the date Corel receives it.,,,,
Corel,You,"If we accept that the Software is defective, a replacement disc will be provided to you by mail.",,,,
ConverterLite,you,ConverterLite permits you to use the Product only in accordance with the terms of this License and your rights under this License will terminate automatically without notice if you fail to comply with the terms of this License.,,,,
Caphyon,you,"Caphyon will not provide you with generic consultation, assistance, or advice under any other circumstances. ",,,,
Caphyon,you,The evaluation copy of the Software contains a feature that will automatically disable the Software at the end of Trial Period.,,,,
Caphyon,you,Caphyon will have no liability to you if this feature disables the Software.,,,,
Caphyon,you,Caphyon will provide you with a license key that enables the Software to run simultaneously on multiple computers but limits the number of concurrent uses to the maximum number of licenses purchased by You. ,,,,
Caphyon,you,"5.1 Caphyon's cumulative liability to You or any other party for any loss or damages resulting from any claims, demands, or actions arising out of or relating to this Agreement shall not exceed the license fee paid to Caphyon for use of the Software.",,,,
Caphyon,you,"5.2 Caphyon shall be relieved of any and all obligations for any portions of the software that are revised, changed, modified, or maintained by anyone other than Caphyon. ",,,,
Caphyon,you,"6.1 Caphyon represents and warrants that the Software shall not infringe or misappropriate any copyrights, patents, trade secret rights, trademarks and other intellectual property rights.",,,,
Caphyon,you,"6.2 In the event the Software is found to infringe, Caphyon will have the option, at its expense, to",,,,
Caphyon,you,6.3 Caphyon will have no liability for any claim of infringement based on,,,,
Caphyon,you,CAPHYON MAKES NO WARRANTY THAT THE SOFTWARE WILL BE ERROR FREE OR FREE FROM INTERRUPTIONS OR OTHER FAILURES.,,,,
Caphyon,you,7.3 Caphyon cannot guarantee that the Software will work at all times.,,,,
Caphyon,you,Requests for refunds must be submitted within 30 days from the purchase date.,,,,
Caphyon,you,This additional Maintenance Plan will extend the availability of your current Maintenance Plan for a period of time begining with the date when your Maintenance Plan expires.,,,,
Caphyon,you,This will provide you with a new Maintenance Plan that will begin at the date the renewal is purchased.,,,,
Caphyon,you,"9.3 If you do not purchase any additional Maintenance Pack, you will still have the right to use the existing Software but you will lose the right to technical support and Software updates and upgrades as of the date your current Maintenance Pack expires.",,,,
Caphyon,you,"9.4 For customers that purchase or already own multiple licenses, a Maintenance Plan must be purchased for each license.",,,,
Caphyon,you,Caphyon will use its best efforts to provide you with technical support within forty-eight (48) business hours of your request.,,,,
Caphyon,you,12.1 The Software will direct you to third party Web sites.,,,,
Caphyon,you,"If you are unwilling to provide this communication capability, you may opt out of ongoing communication, but you will no longer receive Software updates and search engine configuration updates.",,,,
Caphyon,you,Such personal information will only be used by Caphyon in connection with such audit process. ,,,,
Caphyon,you,"If any provision hereof shall be held illegal, invalid or unenforceable, in whole or in part, such provision shall be modified to the minimum extent necessary to make it legal, valid and enforceable, and the legality, validity and enforceability of all other provisions of this Agreement shall not be affected. ",,,,
Caphyon,you,"Service of process upon either party shall be valid if served by registered or certified mail, return receipt requested and to the most current address provided by such party.",,,,
Caphyon,you,The United Nations Convention on Contracts for the International Sale of Goods shall not apply to this Agreement. ,,,,
Caphyon,you,No notice shall be required from Caphyon to effect such termination.,,,,
Caphyon,you,Your obligation to pay accrued charges and fees shall survive any termination of this Agreement. ,,,,
Caphyon,you,Any such attempted assignment shall be void and of no effect without the prior written consent of Caphyon. ,,,,
Caphyon,you,"Any publicity, press release, advertising, marketing or other promotion that either you or Caphyon wishes to create, distribute or otherwise make available that refers to the other party or the subject matter of this Agreement shall be subject in each instance to the prior written approval of such other party. ",,,,
Company,you,Company will post a notice on the Site any time these Terms of Use have been changed or otherwise updated.,,,,
Company,you,"It is your responsibility to review these Terms of Use periodically, and if at any time you find these Terms of Use unacceptable, you must immediately leave the Site and cease all use of the Service and the Site. ",,,,
Company,you,COMPANY DOES NOT WARRANT THAT THE SITE OR THE SERVICE WILL MEET YOUR REQUIREMENTS OR THAT THE OPERATION OF THE SITE OR THE SERVICE WILL BE UNINTERRUPTED OR ERROR-FREE. ,,,,
Company,you,"This limitation shall apply regardless of whether the damages arise out of breach of contract, tort, or any other legal theory or form of action. ",,,,
Company,you,"You acknowledge and agree that Company makes no guarantees about, and assumes no responsibility for, the accuracy, currency, content, or quality of this third party content, and that, unless expressly provided otherwise, these Terms of Use shall govern your use of any and all third party content. ",,,,
Company,you,"Company will notify you promptly of any such claim, loss, liability, or demand, and will provide you with reasonable assistance, at your expense, in defending any such claim, loss, liability, damage, or cost. ",,,,
Company,you,"YOU UNDERSTAND AND AGREE THAT ALL CLAIMS, DISPUTES OR CONTROVERSIES BETWEEN YOU AND COMPANY, INCLUDING, WITHOUT LIMITATION, TORT AND CONTRACT CLAIMS, CLAIMS BASED UPON ANY FEDERAL, STATE OR LOCAL STATUTE, LAW, ORDER, ORDINANCE OR REGULATION, AND THE ISSUE OF ARBITRABILITY, SHALL BE RESOLVED BY THE FINAL AND BINDING ARBITRATION PROCEDURES SET BELOW.",,,,
Company,you,"THE PARTIES ACKNOWLEDGE AND AGREE THAT ANY SUCH CLAIMS SHALL BE BROUGHT SOLELY IN THE PARTY'S INDIVIDUAL CAPACITY, AND NOT AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS, REPRESENTATIVE PROCEEDING, OR PRIVATE ATTORNEY GENERAL CAPACITY.",,,,
